city,date,temperature,humidity,pressure,precipitation,wind_speed
Bangalore,2026-07-12 05:00:00,20.9,93,1009.8,0.0,10.6
Bangalore,2026-07-12 06:00:00,20.7,95,1010.2,0.0,11.0
Bangalore,2026-07-12 07:00:00,22.0,85,1010.6,0.0,14.3
Bangalore,2026-07-12 08:00:00,23.3,75,1010.7,0.0,14.6
Bangalore,2026-07-12 09:00:00,26.0,61,1010.5,0.0,15.7
Bangalore,2026-07-12 10:00:00,27.5,56,1010.1,0.0,15.1
Bangalore,2026-07-12 11:00:00,29.2,48,1009.4,0.0,16.4
Bangalore,2026-07-12 12:00:00,30.3,45,1008.4,0.0,16.2
Bangalore,2026-07-12 13:00:00,31.5,42,1007.4,0.0,16.8
Bangalore,2026-07-12 14:00:00,31.8,41,1006.1,0.0,17.4
Bangalore,2026-07-12 15:00:00,31.7,41,1006.0,0.0,16.5
Bangalore,2026-07-12 16:00:00,31.5,41,1005.8,0.0,15.8
Bangalore,2026-07-12 17:00:00,30.3,43,1006.5,0.0,16.2
Bangalore,2026-07-12 18:00:00,28.0,52,1007.2,0.0,13.5
Bangalore,2026-07-12 19:00:00,26.3,60,1008.4,0.0,14.2
Bangalore,2026-07-12 20:00:00,25.3,65,1009.9,0.0,17.1
Bangalore,2026-07-12 21:00:00,24.2,70,1010.7,0.0,14.7
Bangalore,2026-07-12 22:00:00,23.2,76,1011.1,0.0,12.4
Bangalore,2026-07-12 23:00:00,22.9,79,1010.9,0.0,12.6
Bangalore,2026-07-13 00:00:00,22.1,84,1010.8,0.0,12.8
Bangalore,2026-07-13 01:00:00,21.5,88,1010.4,0.0,13.1
Bangalore,2026-07-13 02:00:00,21.0,90,1009.7,0.0,12.6
Bangalore,2026-07-13 03:00:00,20.5,92,1009.9,0.0,12.3
Bangalore,2026-07-13 04:00:00,20.2,93,1009.9,0.0,12.4
Bangalore,2026-07-13 05:00:00,20.4,93,1010.3,0.0,12.8
Bangalore,2026-07-13 06:00:00,20.7,90,1011.1,0.0,13.5
Bangalore,2026-07-13 07:00:00,21.8,83,1011.5,0.0,16.4
Bangalore,2026-07-13 08:00:00,23.7,71,1011.5,0.0,17.8
Bangalore,2026-07-13 09:00:00,25.8,60,1011.3,0.0,18.2
Bangalore,2026-07-13 10:00:00,27.5,54,1010.9,0.0,16.4
Bangalore,2026-07-13 11:00:00,28.8,48,1010.8,0.0,15.7
Bangalore,2026-07-13 12:00:00,30.2,42,1009.9,0.0,15.9
Bangalore,2026-07-13 13:00:00,31.3,38,1009.0,0.0,15.6
Bangalore,2026-07-13 14:00:00,31.6,38,1007.9,0.0,15.2
Bangalore,2026-07-13 15:00:00,31.8,38,1007.2,0.0,15.4
Bangalore,2026-07-13 16:00:00,31.5,38,1006.9,0.0,14.8
Bangalore,2026-07-13 17:00:00,30.9,39,1007.1,0.0,14.4
Bangalore,2026-07-13 18:00:00,29.4,44,1007.9,0.0,14.3
Bangalore,2026-07-13 19:00:00,28.0,49,1009.0,0.0,14.1
Bangalore,2026-07-13 20:00:00,26.9,53,1010.2,0.0,14.3
Bangalore,2026-07-13 21:00:00,25.4,60,1011.0,0.0,13.8
Bangalore,2026-07-13 22:00:00,24.4,66,1011.7,0.0,12.2
Bangalore,2026-07-13 23:00:00,23.9,70,1011.3,0.0,12.1
Bangalore,2026-07-14 00:00:00,22.8,76,1011.0,0.0,11.4
Bangalore,2026-07-14 01:00:00,21.9,82,1010.6,0.0,10.6
Bangalore,2026-07-14 02:00:00,21.2,89,1010.1,0.0,11.2
Bangalore,2026-07-14 03:00:00,20.5,94,1009.8,0.0,11.2
Bangalore,2026-07-14 04:00:00,19.9,96,1009.9,0.0,10.6
Bangalore,2026-07-14 05:00:00,20.1,93,1010.6,0.0,10.3
Bangalore,2026-07-14 06:00:00,20.1,91,1011.1,0.0,9.1
Bangalore,2026-07-14 07:00:00,21.0,84,1011.6,0.0,11.2
Bangalore,2026-07-14 08:00:00,22.9,73,1011.7,0.0,11.4
Bangalore,2026-07-14 09:00:00,25.3,60,1011.4,0.0,12.9
Bangalore,2026-07-14 10:00:00,27.4,50,1011.1,0.0,14.0
Bangalore,2026-07-14 11:00:00,28.9,47,1010.6,0.0,13.3
Bangalore,2026-07-14 12:00:00,30.3,41,1009.7,0.0,13.6
Bangalore,2026-07-14 13:00:00,31.4,37,1008.9,0.0,13.6
Bangalore,2026-07-14 14:00:00,32.1,34,1007.5,0.0,14.4
Bangalore,2026-07-14 15:00:00,32.0,34,1006.9,0.0,15.1
Bangalore,2026-07-14 16:00:00,31.7,35,1006.9,0.0,15.3
Bangalore,2026-07-14 17:00:00,31.0,33,1007.4,0.0,13.7
Bangalore,2026-07-14 18:00:00,29.4,37,1008.3,0.0,12.0
Bangalore,2026-07-14 19:00:00,28.2,40,1009.1,0.0,10.7
Bangalore,2026-07-14 20:00:00,27.4,42,1009.9,0.0,11.1
Bangalore,2026-07-14 21:00:00,25.8,48,1011.2,0.0,9.4
Bangalore,2026-07-14 22:00:00,24.5,55,1012.1,0.0,9.5
Bangalore,2026-07-14 23:00:00,24.0,61,1011.1,0.0,10.7
Bangalore,2026-07-15 00:00:00,22.9,72,1011.3,0.0,10.7
Bangalore,2026-07-15 01:00:00,22.0,78,1011.0,0.0,10.7
Bangalore,2026-07-15 02:00:00,21.2,81,1010.6,0.0,9.9
Bangalore,2026-07-15 03:00:00,20.6,86,1010.8,0.0,9.5
Bangalore,2026-07-15 04:00:00,20.2,93,1010.9,0.0,9.5
Bangalore,2026-07-15 05:00:00,19.9,96,1011.5,0.0,8.9
Bangalore,2026-07-15 06:00:00,19.8,94,1012.3,0.0,9.2
Bangalore,2026-07-15 07:00:00,20.6,87,1012.8,0.0,11.7
Bangalore,2026-07-15 08:00:00,22.6,72,1012.8,0.0,13.2
Bangalore,2026-07-15 09:00:00,24.6,63,1012.7,0.0,12.5
Bangalore,2026-07-15 10:00:00,26.8,53,1012.4,0.0,13.0
Bangalore,2026-07-15 11:00:00,28.1,44,1011.9,0.0,13.7
Bangalore,2026-07-15 12:00:00,29.5,39,1011.0,0.0,14.3
Bangalore,2026-07-15 13:00:00,30.7,35,1010.0,0.0,14.7
Bangalore,2026-07-15 14:00:00,31.1,33,1008.8,0.0,14.9
Bangalore,2026-07-15 15:00:00,31.3,32,1008.1,0.0,15.5
Bangalore,2026-07-15 16:00:00,31.0,33,1008.1,0.0,16.0
Bangalore,2026-07-15 17:00:00,30.8,34,1008.0,0.0,15.8
Bangalore,2026-07-15 18:00:00,29.5,37,1008.8,0.0,14.1
Bangalore,2026-07-15 19:00:00,27.9,43,1009.7,0.0,11.4
Bangalore,2026-07-15 20:00:00,26.5,51,1010.8,0.0,13.2
Bangalore,2026-07-15 21:00:00,25.1,62,1011.4,0.0,13.6
Bangalore,2026-07-15 22:00:00,23.8,71,1012.2,0.0,12.1
Bangalore,2026-07-15 23:00:00,23.2,73,1011.8,0.0,11.7
Bangalore,2026-07-16 00:00:00,22.4,77,1011.5,0.0,10.3
Bangalore,2026-07-16 01:00:00,21.7,81,1011.4,0.0,10.3
Bangalore,2026-07-16 02:00:00,21.2,84,1011.7,0.0,10.1
Bangalore,2026-07-16 03:00:00,20.5,89,1011.9,0.0,9.6
Bangalore,2026-07-16 04:00:00,20.0,91,1012.1,0.0,8.5
Bangalore,2026-07-16 05:00:00,20.1,88,1012.1,0.0,8.8
Bangalore,2026-07-16 06:00:00,19.9,86,1012.9,0.0,10.4
Bangalore,2026-07-16 07:00:00,21.1,80,1013.4,0.0,11.2
Bangalore,2026-07-16 08:00:00,23.0,71,1013.3,0.0,11.5
Bangalore,2026-07-16 09:00:00,25.3,59,1013.1,0.0,10.7
Bangalore,2026-07-16 10:00:00,26.9,51,1012.5,0.0,10.6
Bangalore,2026-07-16 11:00:00,28.5,44,1011.6,0.0,11.4
Bangalore,2026-07-16 12:00:00,29.8,38,1010.6,0.0,10.9
Bangalore,2026-07-16 13:00:00,30.8,34,1009.5,0.0,12.1
Bangalore,2026-07-16 14:00:00,30.8,32,1008.7,0.0,14.6
Bangalore,2026-07-16 15:00:00,29.5,38,1008.8,0.0,14.8
Bangalore,2026-07-16 16:00:00,29.4,38,1008.6,0.0,13.7
Bangalore,2026-07-16 17:00:00,28.8,41,1008.9,0.0,14.0
Bangalore,2026-07-16 18:00:00,27.4,46,1009.6,0.0,14.3
Bangalore,2026-07-16 19:00:00,26.2,51,1010.5,0.0,11.8
Bangalore,2026-07-16 20:00:00,25.5,55,1011.6,0.0,11.5
Bangalore,2026-07-16 21:00:00,24.9,61,1012.2,0.0,12.6
Bangalore,2026-07-16 22:00:00,23.8,70,1012.7,0.0,12.0
Bangalore,2026-07-16 23:00:00,23.4,71,1012.3,0.0,12.4
Bangalore,2026-07-17 00:00:00,22.6,75,1012.2,0.0,10.4
Bangalore,2026-07-17 01:00:00,22.1,79,1011.6,0.0,9.5
Bangalore,2026-07-17 02:00:00,21.9,82,1011.3,0.0,9.3
Bangalore,2026-07-17 03:00:00,21.9,83,1011.2,0.0,9.7
Bangalore,2026-07-17 04:00:00,21.7,84,1011.1,0.1,9.8
Bangalore,2026-07-17 05:00:00,21.6,83,1011.2,0.2,11.5
Bangalore,2026-07-17 06:00:00,21.5,85,1011.8,0.0,9.2
Bangalore,2026-07-17 07:00:00,22.1,82,1012.5,0.2,14.3
Bangalore,2026-07-17 08:00:00,22.3,82,1012.8,0.3,13.1
Bangalore,2026-07-17 09:00:00,24.0,74,1013.2,0.1,13.9
Bangalore,2026-07-17 10:00:00,26.1,64,1012.7,0.0,15.0
Bangalore,2026-07-17 11:00:00,25.7,62,1011.9,0.0,14.0
Bangalore,2026-07-17 12:00:00,26.1,60,1011.7,0.4,15.5
Bangalore,2026-07-17 13:00:00,27.5,57,1010.8,0.0,14.6
Bangalore,2026-07-17 14:00:00,23.2,76,1010.5,1.0,20.5
Bangalore,2026-07-17 15:00:00,23.7,83,1010.5,3.2,11.1
Bangalore,2026-07-17 16:00:00,23.5,78,1010.3,1.0,17.5
Bangalore,2026-07-17 17:00:00,22.0,94,1010.9,0.4,13.3
Bangalore,2026-07-17 18:00:00,21.5,89,1011.5,1.7,15.5
Bangalore,2026-07-17 19:00:00,20.9,96,1011.8,1.1,8.8
Bangalore,2026-07-17 20:00:00,21.3,95,1012.6,0.1,10.5
Bangalore,2026-07-17 21:00:00,21.5,95,1013.0,0.0,11.7
Bangalore,2026-07-17 22:00:00,21.4,93,1013.1,0.0,13.3
Bangalore,2026-07-17 23:00:00,21.2,89,1012.7,0.0,13.4
Bangalore,2026-07-18 00:00:00,21.1,87,1012.2,0.0,13.6
Bangalore,2026-07-18 01:00:00,21.0,87,1011.7,0.0,13.8
Bangalore,2026-07-18 02:00:00,20.7,88,1011.4,0.0,13.6
Bangalore,2026-07-18 03:00:00,20.4,89,1010.9,0.0,13.7
Bangalore,2026-07-18 04:00:00,20.3,90,1011.4,0.0,13.9
Bangalore,2026-07-18 05:00:00,20.8,90,1011.1,0.0,14.9
Bangalore,2026-07-18 06:00:00,20.9,89,1011.5,0.0,14.5
Bangalore,2026-07-18 07:00:00,21.5,86,1012.2,0.0,15.2
Bangalore,2026-07-18 08:00:00,23.0,77,1012.6,0.0,15.9
Bangalore,2026-07-18 09:00:00,23.4,72,1012.5,0.0,16.2
Bangalore,2026-07-18 10:00:00,24.9,65,1012.2,0.1,17.3
Bangalore,2026-07-18 11:00:00,26.4,59,1011.4,0.1,17.5
Bangalore,2026-07-18 12:00:00,26.6,58,1010.7,0.3,16.5
Bangalore,2026-07-18 13:00:00,26.2,60,1009.9,0.1,16.4
Bangalore,2026-07-18 14:00:00,26.2,62,1009.5,0.2,15.1
Bangalore,2026-07-18 15:00:00,23.9,77,1009.6,1.2,10.8
Bangalore,2026-07-18 16:00:00,24.9,72,1009.1,0.3,8.5
Bangalore,2026-07-18 17:00:00,24.3,79,1009.7,0.1,11.5
Bangalore,2026-07-18 18:00:00,23.9,80,1010.3,0.1,9.9
Bangalore,2026-07-18 19:00:00,23.4,81,1010.8,0.0,10.2
Bangalore,2026-07-18 20:00:00,21.0,92,1012.6,1.5,12.8
Bangalore,2026-07-18 21:00:00,20.6,98,1012.7,2.0,9.5
Bangalore,2026-07-18 22:00:00,21.0,95,1012.9,0.0,12.0
Bangalore,2026-07-18 23:00:00,21.5,89,1012.4,0.0,10.9
Bangalore,2026-07-19 00:00:00,21.5,88,1012.0,0.0,10.8
Bangalore,2026-07-19 01:00:00,21.4,88,1011.6,0.0,10.3
Bangalore,2026-07-19 02:00:00,21.2,88,1011.3,0.0,10.6
Bangalore,2026-07-19 03:00:00,21.0,91,1011.2,0.0,9.7
Bangalore,2026-07-19 04:00:00,20.9,92,1011.1,0.0,9.5
Bangalore,2026-07-19 05:00:00,21.0,90,1011.1,0.0,9.4
Bangalore,2026-07-19 06:00:00,20.7,91,1011.8,0.0,8.2
Bangalore,2026-07-19 07:00:00,21.2,89,1012.1,0.0,9.8
Bangalore,2026-07-19 08:00:00,21.8,85,1012.3,0.0,11.8
Bangalore,2026-07-19 09:00:00,23.7,74,1012.0,0.0,13.9
Bangalore,2026-07-19 10:00:00,24.1,71,1012.0,0.0,13.6
Bangalore,2026-07-19 11:00:00,25.9,62,1011.0,0.0,15.1
Bangalore,2026-07-19 12:00:00,27.6,54,1010.0,0.0,15.3
Bangalore,2026-07-19 13:00:00,28.0,54,1009.3,0.0,13.1
Bangalore,2026-07-19 14:00:00,28.4,54,1008.7,0.0,13.5
Bangalore,2026-07-19 15:00:00,28.1,55,1008.3,0.0,13.0
Bangalore,2026-07-19 16:00:00,26.6,59,1008.0,0.3,15.1
Bangalore,2026-07-19 17:00:00,27.0,56,1008.7,0.6,13.3
Bangalore,2026-07-19 18:00:00,25.4,68,1009.8,0.0,11.9
Bangalore,2026-07-19 19:00:00,24.0,77,1010.6,0.1,10.0
Bangalore,2026-07-19 20:00:00,23.1,80,1011.9,0.0,11.1
Bangalore,2026-07-19 21:00:00,22.7,81,1012.7,0.0,10.5
Bangalore,2026-07-19 22:00:00,22.4,85,1013.0,0.0,10.1
Bangalore,2026-07-19 23:00:00,22.5,82,1012.7,0.0,11.8
Bangalore,2026-07-20 00:00:00,22.0,83,1012.2,0.0,11.8
Bangalore,2026-07-20 01:00:00,21.6,85,1011.7,0.0,11.8
Bangalore,2026-07-20 02:00:00,21.4,88,1011.4,0.0,13.9
Bangalore,2026-07-20 03:00:00,21.1,90,1011.2,0.0,12.6
Bangalore,2026-07-20 04:00:00,20.9,91,1011.6,0.0,11.9
Bangalore,2026-07-20 05:00:00,20.6,96,1011.2,0.0,12.3
Bangalore,2026-07-20 06:00:00,20.6,96,1011.8,0.0,12.0
Bangalore,2026-07-20 07:00:00,21.3,92,1012.1,0.0,13.0
Bangalore,2026-07-20 08:00:00,22.9,82,1012.3,0.1,14.9
Bangalore,2026-07-20 09:00:00,24.3,76,1012.7,0.2,15.4
Bangalore,2026-07-20 10:00:00,26.0,67,1012.4,0.0,17.3
Bangalore,2026-07-20 11:00:00,26.9,61,1011.5,0.0,17.6
Bangalore,2026-07-20 12:00:00,27.9,57,1011.1,0.0,16.7
Bangalore,2026-07-20 13:00:00,28.5,53,1009.9,0.1,17.2
Bangalore,2026-07-20 14:00:00,24.3,72,1010.3,1.7,19.5
Bangalore,2026-07-20 15:00:00,22.9,87,1010.7,3.3,18.0
Bangalore,2026-07-20 16:00:00,22.6,88,1010.0,1.9,13.4
Bangalore,2026-07-20 17:00:00,22.4,91,1010.9,0.5,9.4
Bangalore,2026-07-20 18:00:00,22.6,91,1011.0,0.5,12.2
Bangalore,2026-07-20 19:00:00,22.6,91,1011.2,0.0,10.6
Bangalore,2026-07-20 20:00:00,22.3,89,1012.2,0.0,12.3
Bangalore,2026-07-20 21:00:00,21.8,85,1013.1,0.0,12.7
Bangalore,2026-07-20 22:00:00,21.5,85,1013.7,0.0,12.6
Bangalore,2026-07-20 23:00:00,21.8,84,1012.7,0.0,12.1
Bangalore,2026-07-21 00:00:00,21.2,88,1012.4,0.0,12.8
Bangalore,2026-07-21 01:00:00,21.0,90,1012.2,0.0,13.1
Bangalore,2026-07-21 02:00:00,20.8,92,1011.9,0.0,12.8
Bangalore,2026-07-21 03:00:00,20.6,91,1011.6,0.0,13.7
Bangalore,2026-07-21 04:00:00,20.3,92,1011.8,0.0,12.6
Bangalore,2026-07-21 05:00:00,20.5,92,1011.7,0.0,12.2
Bangalore,2026-07-21 06:00:00,20.4,93,1011.9,0.0,11.8
Bangalore,2026-07-21 07:00:00,21.4,88,1012.5,0.0,13.9
Bangalore,2026-07-21 08:00:00,23.0,79,1012.5,0.0,15.6
Bangalore,2026-07-21 09:00:00,24.2,73,1012.3,0.0,16.0
Bangalore,2026-07-21 10:00:00,25.4,67,1012.1,0.0,16.7
Bangalore,2026-07-21 11:00:00,26.6,59,1011.5,0.0,17.3
Bangalore,2026-07-21 12:00:00,27.6,56,1011.1,0.1,16.7
Bangalore,2026-07-21 13:00:00,28.4,53,1010.3,0.1,16.3
Bangalore,2026-07-21 14:00:00,28.9,52,1009.1,0.0,17.0
Bangalore,2026-07-21 15:00:00,27.8,54,1008.6,0.2,19.2
Bangalore,2026-07-21 16:00:00,27.7,56,1008.7,0.3,14.5
Bangalore,2026-07-21 17:00:00,27.8,53,1009.0,0.0,15.2
Bangalore,2026-07-21 18:00:00,26.2,58,1009.8,0.0,13.0
Bangalore,2026-07-21 19:00:00,25.0,66,1010.7,0.0,11.7
Bangalore,2026-07-21 20:00:00,24.1,71,1011.9,0.0,11.5
Bangalore,2026-07-21 21:00:00,23.1,75,1012.7,0.0,13.1
Bangalore,2026-07-21 22:00:00,22.3,79,1013.0,0.0,12.7
Bangalore,2026-07-21 23:00:00,22.2,82,1013.2,0.0,13.1
Bangalore,2026-07-22 00:00:00,21.6,85,1012.7,0.0,12.2
Bangalore,2026-07-22 01:00:00,20.9,89,1012.1,0.0,12.5
Bangalore,2026-07-22 02:00:00,20.5,92,1011.7,0.0,12.4
Bangalore,2026-07-22 03:00:00,20.3,94,1011.5,0.0,12.2
Bangalore,2026-07-22 04:00:00,20.1,96,1011.5,0.0,11.3
Bangalore,2026-07-22 05:00:00,20.2,95,1011.3,0.0,11.9
Bangalore,2026-07-22 06:00:00,20.1,96,1011.8,0.0,12.9
Bangalore,2026-07-22 07:00:00,21.1,91,1012.3,0.0,15.0
Bangalore,2026-07-22 08:00:00,22.6,83,1012.4,0.0,15.8
Bangalore,2026-07-22 09:00:00,23.9,75,1012.3,0.1,17.5
Bangalore,2026-07-22 10:00:00,24.8,71,1012.2,0.2,18.6
Bangalore,2026-07-22 11:00:00,25.5,67,1012.1,0.3,18.8
Bangalore,2026-07-22 12:00:00,26.1,64,1011.4,0.1,16.4
Bangalore,2026-07-22 13:00:00,25.7,68,1011.0,0.9,17.4
Bangalore,2026-07-22 14:00:00,26.6,64,1009.5,0.1,16.9
Bangalore,2026-07-22 15:00:00,22.1,90,1010.8,3.3,18.5
Bangalore,2026-07-22 16:00:00,22.1,91,1011.2,2.1,18.0
Bangalore,2026-07-22 17:00:00,22.7,85,1011.2,1.1,12.7
Bangalore,2026-07-22 18:00:00,22.8,89,1011.2,0.7,12.5
Bangalore,2026-07-22 19:00:00,22.4,87,1012.0,0.0,13.9
Bangalore,2026-07-22 20:00:00,22.2,84,1012.6,0.0,13.3
Bangalore,2026-07-22 21:00:00,22.2,84,1013.0,0.0,13.0
Bangalore,2026-07-22 22:00:00,21.8,86,1013.2,0.0,13.4
Bangalore,2026-07-22 23:00:00,21.6,84,1013.0,0.0,13.1
Bangalore,2026-07-23 00:00:00,21.0,86,1012.7,0.0,12.8
Bangalore,2026-07-23 01:00:00,20.5,90,1011.6,0.0,12.5
Bangalore,2026-07-23 02:00:00,20.1,92,1011.0,0.0,12.6
Bangalore,2026-07-23 03:00:00,19.8,94,1010.8,0.0,12.7
Bangalore,2026-07-23 04:00:00,19.6,96,1011.0,0.0,12.4
Bangalore,2026-07-23 05:00:00,20.1,96,1010.7,0.0,13.1
Bangalore,2026-07-23 06:00:00,20.2,95,1011.2,0.0,13.8
Bangalore,2026-07-23 07:00:00,21.4,90,1011.7,0.0,16.6
Bangalore,2026-07-23 08:00:00,23.3,78,1011.4,0.1,19.0
Bangalore,2026-07-23 09:00:00,24.3,73,1011.3,0.1,19.3
Bangalore,2026-07-23 10:00:00,25.8,65,1011.1,0.1,19.8
Bangalore,2026-07-23 11:00:00,26.7,61,1010.7,0.1,18.1
Bangalore,2026-07-23 12:00:00,27.8,55,1010.1,0.0,18.7
Bangalore,2026-07-23 13:00:00,28.1,54,1009.2,0.1,18.2
Bangalore,2026-07-23 14:00:00,28.9,51,1008.1,0.1,17.1
Bangalore,2026-07-23 15:00:00,29.2,49,1007.7,0.0,17.3
Bangalore,2026-07-23 16:00:00,28.7,49,1007.4,0.0,16.9
Bangalore,2026-07-23 17:00:00,27.7,52,1008.3,0.0,13.1
Bangalore,2026-07-23 18:00:00,26.4,59,1008.7,0.0,7.1
Bangalore,2026-07-23 19:00:00,25.3,64,1009.7,0.0,9.0
Bangalore,2026-07-23 20:00:00,24.2,69,1011.3,0.0,12.1
Bangalore,2026-07-23 21:00:00,23.3,76,1011.9,0.0,11.2
Bangalore,2026-07-23 22:00:00,21.5,85,1013.5,0.1,17.2
Bangalore,2026-07-23 23:00:00,21.5,87,1012.5,0.6,11.4
Bangalore,2026-07-24 00:00:00,21.2,88,1011.9,0.0,11.6
Bangalore,2026-07-24 01:00:00,20.8,89,1011.2,0.0,13.2
Bangalore,2026-07-24 02:00:00,19.9,95,1011.4,0.5,13.8
Bangalore,2026-07-24 03:00:00,19.8,99,1011.1,5.4,11.8
Bangalore,2026-07-24 04:00:00,20.0,98,1011.0,0.1,13.1
Bangalore,2026-07-24 05:00:00,20.5,98,1010.9,0.0,12.0
Bangalore,2026-07-24 06:00:00,20.4,96,1011.1,0.0,12.1
Bangalore,2026-07-24 07:00:00,21.4,89,1011.7,0.0,11.8
Bangalore,2026-07-24 08:00:00,23.3,77,1011.7,0.0,15.0
Bangalore,2026-07-24 09:00:00,24.7,71,1011.5,0.0,16.7
Bangalore,2026-07-24 10:00:00,26.1,64,1011.0,0.2,17.8
Bangalore,2026-07-24 11:00:00,27.5,57,1010.6,0.1,17.4
Bangalore,2026-07-24 12:00:00,28.4,51,1009.8,0.0,17.3
Bangalore,2026-07-24 13:00:00,29.5,48,1009.0,0.0,16.8
Bangalore,2026-07-24 14:00:00,29.3,50,1007.9,0.0,16.1
Bangalore,2026-07-24 15:00:00,28.0,52,1007.7,0.4,21.1
Bangalore,2026-07-24 16:00:00,26.5,61,1008.3,0.3,14.5
Bangalore,2026-07-24 17:00:00,26.4,58,1008.6,1.2,15.9
Bangalore,2026-07-24 18:00:00,25.3,64,1008.9,0.0,10.6
Bangalore,2026-07-24 19:00:00,24.3,70,1009.6,0.0,9.8
Bangalore,2026-07-24 20:00:00,23.9,71,1010.8,0.0,13.5
Bangalore,2026-07-24 21:00:00,23.4,72,1011.0,0.0,11.4
Bangalore,2026-07-24 22:00:00,22.5,77,1011.9,0.0,9.0
Bangalore,2026-07-24 23:00:00,22.4,78,1011.5,0.0,9.4
Bangalore,2026-07-25 00:00:00,21.5,85,1011.1,0.0,11.3
Bangalore,2026-07-25 01:00:00,20.9,86,1010.8,0.0,11.7
Bangalore,2026-07-25 02:00:00,20.6,86,1010.5,0.0,12.6
Bangalore,2026-07-25 03:00:00,20.3,88,1010.3,0.0,13.4
Bangalore,2026-07-25 04:00:00,20.0,90,1010.2,0.0,12.9
Bangalore,2026-07-25 05:00:00,20.2,93,1010.5,0.0,11.2
Bangalore,2026-07-25 06:00:00,20.0,94,1011.0,0.0,11.5
Bangalore,2026-07-25 07:00:00,21.1,88,1011.5,0.0,13.3
Bangalore,2026-07-25 08:00:00,23.0,76,1011.5,0.0,15.9
Bangalore,2026-07-25 09:00:00,24.9,65,1011.2,0.0,17.7
Bangalore,2026-07-25 10:00:00,25.7,63,1011.1,0.0,17.7
Bangalore,2026-07-25 11:00:00,27.3,54,1010.2,0.0,17.0
Bangalore,2026-07-25 12:00:00,27.8,52,1009.6,0.0,16.6
Bangalore,2026-07-25 13:00:00,28.9,52,1008.7,0.2,15.2
Bangalore,2026-07-25 14:00:00,27.9,55,1007.8,0.4,18.2
Bangalore,2026-07-25 15:00:00,26.5,65,1007.9,0.7,11.7
Bangalore,2026-07-25 16:00:00,23.9,80,1008.9,0.8,17.2
Bangalore,2026-07-25 17:00:00,24.8,75,1009.0,0.6,10.0
Bangalore,2026-07-25 18:00:00,24.0,79,1009.4,0.2,12.4
Bangalore,2026-07-25 19:00:00,23.2,83,1010.3,0.0,12.7
Bangalore,2026-07-25 20:00:00,22.9,83,1011.0,0.0,14.4
Bangalore,2026-07-25 21:00:00,22.2,82,1011.7,0.0,13.7
Bangalore,2026-07-25 22:00:00,21.6,84,1012.3,0.0,11.8
Bangalore,2026-07-25 23:00:00,22.0,81,1011.1,0.0,13.9
Bangalore,2026-07-26 00:00:00,21.4,85,1010.6,0.0,12.5
Bangalore,2026-07-26 01:00:00,21.2,86,1010.2,0.0,12.3
Bangalore,2026-07-26 02:00:00,20.8,89,1010.0,0.0,12.4
Bangalore,2026-07-26 03:00:00,20.6,91,1009.8,0.0,11.9
Bangalore,2026-07-26 04:00:00,20.3,93,1010.0,0.0,11.6
Bangalore,2026-07-26 05:00:00,20.7,91,1010.1,0.0,10.6
Bangalore,2026-07-26 06:00:00,20.6,92,1010.5,0.0,11.3
Bangalore,2026-07-26 07:00:00,21.8,87,1011.1,0.0,13.8
Bangalore,2026-07-26 08:00:00,23.4,78,1010.9,0.1,16.9
Bangalore,2026-07-26 09:00:00,25.1,69,1011.0,0.0,18.6
Bangalore,2026-07-26 10:00:00,26.3,63,1010.8,0.1,19.6
Bangalore,2026-07-26 11:00:00,26.5,65,1010.5,0.1,18.1
Bangalore,2026-07-26 12:00:00,23.0,82,1011.2,1.3,17.6
Bangalore,2026-07-26 13:00:00,24.8,78,1010.0,0.7,11.6
Bangalore,2026-07-26 14:00:00,26.2,67,1008.9,0.6,16.4
Bangalore,2026-07-26 15:00:00,26.7,67,1007.9,0.0,17.6
Bangalore,2026-07-26 16:00:00,27.0,65,1007.3,0.0,14.6
Bangalore,2026-07-26 17:00:00,27.3,56,1007.3,0.2,15.1
Bangalore,2026-07-26 18:00:00,26.2,60,1007.7,0.0,14.7
Bangalore,2026-07-26 19:00:00,25.1,64,1008.9,0.0,15.0
Bangalore,2026-07-26 20:00:00,24.0,72,1010.1,0.0,16.7
Bangalore,2026-07-26 21:00:00,23.0,78,1010.9,0.0,16.5
Bangalore,2026-07-26 22:00:00,22.3,83,1011.4,0.0,16.2
Bangalore,2026-07-26 23:00:00,22.2,84,1010.5,0.0,15.5
Bangalore,2026-07-27 00:00:00,21.8,86,1010.5,0.0,15.2
Bangalore,2026-07-27 01:00:00,21.4,88,1009.9,0.0,15.9
Bangalore,2026-07-27 02:00:00,21.2,88,1009.6,0.0,16.2
Bangalore,2026-07-27 03:00:00,20.8,90,1009.3,0.0,15.1
Bangalore,2026-07-27 04:00:00,20.7,91,1009.3,0.0,15.2
Bangalore,2026-07-27 05:00:00,21.4,89,1009.0,0.0,17.4
Bangalore,2026-07-27 06:00:00,21.5,89,1009.4,0.0,17.4
Bangalore,2026-07-27 07:00:00,22.5,84,1009.6,0.0,16.3
Bangalore,2026-07-27 08:00:00,23.8,75,1009.8,0.0,20.8
Bangalore,2026-07-27 09:00:00,25.4,65,1009.8,0.0,23.0
Bangalore,2026-07-27 10:00:00,26.2,63,1009.6,0.0,21.6
Bangalore,2026-07-27 11:00:00,27.7,54,1009.0,0.0,22.2
